j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
heliolisk,jumpluff,meowstic,pyroar,rampardos,sneaselhisui,drifblim,meowstic,rampardos,silvally,sneaselhisui,zangoose,meowstic,pyroar,meowstic,silvallyfairy
arbok,dewgong,lunatone,meowstic,pyroar,rampardos,dewgong,kecleon,ludicolo,meowstic,sneaselhisui,tinkaton,dewgong,meowstic,ludicolo,sneaselhisui
arbok,dewgong,lunatone,meowstic,pyroar,rampardos,dewgong,kecleon,ludicolo,meowstic,sneaselhisui,tinkaton,arbok,meowstic,kecleon,sneaselhisui
arbok,dewgong,lunatone,meowstic,pyroar,rampardos,dewgong,kecleon,ludicolo,meowstic,sneaselhisui,tinkaton,dewgong,lunatone,meowstic,sneaselhisui
armaldo,castform,heliolisk,ludicolo,meowstic,sneaselhisui,heliolisk,jumpluff,meowstic,pyroar,rampardos,sneaselhisui,armaldo,meowstic,meowstic,rampardos
armaldo,castform,heliolisk,ludicolo,meowstic,sneaselhisui,heliolisk,jumpluff,meowstic,pyroar,rampardos,sneaselhisui,castform,heliolisk,meowstic,rampardos
armaldo,castform,heliolisk,ludicolo,meowstic,sneaselhisui,heliolisk,jumpluff,meowstic,pyroar,rampardos,sneaselhisui,heliolisk,meowstic,meowstic,sneaselhisui
arbok,dewgong,lunatone,meowstic,pyroar,rampardos,gumshoos,heliolisk,jumpluff,meowstic,rampardos,sneaselhisui,lunatone,meowstic,meowstic,sneaselhisui
arbok,dewgong,lunatone,meowstic,pyroar,rampardos,gumshoos,heliolisk,jumpluff,meowstic,rampardos,sneaselhisui,dewgong,pyroar,meowstic,sneaselhisui
arbok,dewgong,lunatone,meowstic,pyroar,rampardos,gumshoos,heliolisk,jumpluff,meowstic,rampardos,sneaselhisui,lunatone,meowstic,jumpluff,meowstic
calyrexice,groudon,ironvaliant,regieleki,roaringmoon,urshifurapidstrike,annihilape,cresselia,enamorustherian,kyogre,raichu,zamazentacrowned,calyrexice,roaringmoon,cresselia,zamazentacrowned
calyrexice,groudon,ironvaliant,regieleki,roaringmoon,urshifurapidstrike,annihilape,cresselia,enamorustherian,kyogre,raichu,zamazentacrowned,calyrexice,roaringmoon,annihilape,raichu
calyrexshadow,chiyu,gothitelle,ogerponhearthflame,rayquaza,screamtail,eternatus,hooh,ogerponwellspring,spectrier,tinglu,ursalunabloodmoon,ogerponhearthflame,screamtail,eternatus,spectrier
calyrexshadow,chiyu,gothitelle,ogerponhearthflame,rayquaza,screamtail,eternatus,hooh,ogerponwellspring,spectrier,tinglu,ursalunabloodmoon,calyrexshadow,rayquaza,spectrier,ursalunabloodmoon
calyrexshadow,chiyu,gothitelle,ogerponhearthflame,rayquaza,screamtail,eternatus,hooh,ogerponwellspring,spectrier,tinglu,ursalunabloodmoon,calyrexshadow,rayquaza,eternatus,ogerponwellspring
amoonguss,baxcalibur,farigiraf,garchomp,ninetalesalola,porygon2,charizard,dragonite,incineroar,meowstic,overqwil,scovillain,garchomp,porygon2,dragonite,overqwil
charizard,dragonite,incineroar,meowstic,overqwil,scovillain,amoonguss,baxcalibur,farigiraf,garchomp,ninetalesalola,porygon2,incineroar,overqwil,baxcalibur,porygon2
brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,amoonguss,calyrexice,farigiraf,ironhands,miraidon,urshifurapidstrike,calyrexshadow,incineroar,amoonguss,calyrexice
calyrexice,incineroar,landorus,miraidon,urshifurapidstrike,whimsicott,brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,miraidon,whimsicott,calyrexshadow,incineroar
brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,chienpao,grimmsnarl,ironhands,miraidon,volcarona,zamazentacrowned,incineroar,koraidon,grimmsnarl,miraidon
entei,giratina,glimmora,kyogre,regieleki,wochien,brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,glimmora,regieleki,calyrexshadow,landorus
incineroar,ironvaliant,lunala,tyranitar,ursaluna,zaciancrowned,calyrexice,dondozo,incineroar,landorus,miraidon,tatsugiri,ironvaliant,zaciancrowned,calyrexice,miraidon
calyrexshadow,chiyu,clefairy,fluttermane,koraidon,rillaboom,amoonguss,fluttermane,incineroar,koraidon,lunala,ursaluna,fluttermane,rillaboom,incineroar,lunala
brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,basculegion,calyrexice,fluttermane,kyogre,rillaboom,tornadus,calyrexshadow,ragingbolt,calyrexice,fluttermane
chienpao,grimmsnarl,ironhands,miraidon,volcarona,zamazentacrowned,groudon,incineroar,jumpluff,ragingbolt,terapagos,urshifurapidstrike,grimmsnarl,miraidon,groudon,jumpluff
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexshadow,ogerponhearthflame,ragingbolt,rillaboom,tornadus,zamazentacrowned,lunala,miraidon,calyrexshadow,ogerponhearthflame
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexshadow,ogerponhearthflame,ragingbolt,rillaboom,tornadus,zamazentacrowned,lunala,miraidon,ogerponhearthflame,zamazentacrowned
calyrexshadow,gastrodon,groudon,incineroar,murkrow,thundurus,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,groudon,murkrow,lunala,miraidon
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexshadow,gastrodon,groudon,incineroar,murkrow,thundurus,incineroar,lunala,groudon,murkrow
fluttermane,groudon,ogerponhearthflame,rillaboom,solgaleo,zapdosgalar,amoonguss,calyrexice,dondozo,tatsugiri,ursalunabloodmoon,urshifurapidstrike,groudon,zapdosgalar,dondozo,urshifu
fluttermane,groudon,ogerponhearthflame,rillaboom,solgaleo,zapdosgalar,amoonguss,calyrexice,dondozo,tatsugiri,ursalunabloodmoon,urshifurapidstrike,groudon,solgaleo,calyrexice,urshifu
brutebonnet,kingambit,koraidon,lunala,ragingbolt,sneasler,archaludon,kyogre,landorus,mausholdfour,miraidon,tornadus,lunala,sneasler,kyogre,tornadus
amoonguss,fluttermane,incineroar,koraidon,lunala,ursaluna,amoonguss,calyrexice,incineroar,landorus,miraidon,urshifurapidstrike,fluttermane,koraidon,calyrexice,miraidon
calyrexshadow,rillaboom,smeargle,tornadus,urshifurapidstrike,zamazentacrowned,incineroar,lunala,ragingbolt,rillaboom,terapagos,volcarona,tornadus,urshifurapidstrike,incineroar,terapagos
amoonguss,excadrill,hooh,kommoo,lunala,tyranitar,calyrexshadow,lugia,maushold,mukalola,smeargle,tinglu,amoonguss,kommoo,mukalola,smeargle
gougingfire,grimmsnarl,groudon,lilliganthisui,lunala,ragingbolt,amoonguss,calyrexshadow,incineroar,ogerponcornerstone,rillaboom,terapagos,gougingfire,groudon,calyrexshadow,ogerponcornerstone
calyrexshadow,grimmsnarl,incineroar,landorus,ogerponwellspring,terapagos,amoonguss,excadrill,hooh,kommoo,lunala,tyranitar,calyrexshadow,ogerponwellspring,hooh,kommoo
amoonguss,calyrexshadow,chiyu,miraidon,ragingbolt,tornadus,amoonguss,calyrexshadow,fluttermane,gothitelle,incineroar,koraidon,chiyu,miraidon,incineroar,koraidon
gougingfire,grimmsnarl,groudon,lilliganthisui,lunala,ragingbolt,brutebonnet,calyrexshadow,chiyu,koraidon,walkingwake,weezinggalar,groudon,lilliganthisui,brutebonnet,walkingwake
blaziken,chienpao,cryogonal,dragapult,galvantula,necrozmaduskmane,brutebonnet,calyrexshadow,chiyu,koraidon,walkingwake,weezinggalar,cryogonal,dragapult,chiyu,koraidon
corviknight,mabosstiff,pelipper,poliwrath,sinistcha,snorlax,hawlucha,magnezone,ninetalesalola,scrafty,skeledirge,ursaluna,pelipper,poliwrath,ninetalesalola,skeledirge
corviknight,mabosstiff,pelipper,poliwrath,sinistcha,snorlax,hawlucha,magnezone,ninetalesalola,scrafty,skeledirge,ursaluna,pelipper,poliwrath,ninetalesalola,skeledirge
corviknight,mabosstiff,pelipper,poliwrath,sinistcha,snorlax,hawlucha,magnezone,ninetalesalola,scrafty,skeledirge,ursaluna,sinistcha,snorlax,magnezone,scrafty
chienpao,eternatus,ogerponcornerstone,tornadus,urshifurapidstrike,zamazentacrowned,calyrexshadow,dragapult,groudon,ragingbolt,typhlosion,whimsicott,chienpao,zamazentacrowned,dragapult,typhlosion
chienpao,eternatus,ogerponcornerstone,tornadus,urshifurapidstrike,zamazentacrowned,calyrexshadow,dragapult,groudon,ragingbolt,typhlosion,whimsicott,chienpao,zamazentacrowned,dragapult,groudon
hooh,ironbundle,ironhands,lunala,regieleki,ursaluna,archaludon,kyogre,landorustherian,murkrow,urshifurapidstrike,zaciancrowned,lunala,regieleki,kyogre,murkrow
hooh,ironbundle,ironhands,lunala,regieleki,ursaluna,archaludon,kyogre,landorustherian,murkrow,urshifurapidstrike,zaciancrowned,ironbundle,ironhands,landorustherian,murkrow
hooh,ironbundle,ironhands,lunala,regieleki,ursaluna,archaludon,kyogre,landorustherian,murkrow,urshifurapidstrike,zaciancrowned,lunala,regieleki,landorustherian,murkrow
amoonguss,baxcalibur,hitmontop,noivern,rillaboom,whimsicott,baxcalibur,empoleon,kilowattrel,lucario,quaquaval,sylveon,amoonguss,baxcalibur,empoleon,kilowattrel
amoonguss,baxcalibur,hitmontop,noivern,rillaboom,whimsicott,baxcalibur,empoleon,kilowattrel,lucario,quaquaval,sylveon,hitmontop,rillaboom,empoleon,kilowattrel
hydrapple,incineroar,ironhands,lunala,ursalunabloodmoon,zaciancrowned,chiyu,cresselia,fluttermane,koraidon,mudsdale,zekrom,incineroar,lunala,cresselia,mudsdale
chiyu,cresselia,fluttermane,koraidon,mudsdale,zekrom,hydrapple,incineroar,ironhands,lunala,ursalunabloodmoon,zaciancrowned,cresselia,mudsdale,lunala,ursalunabloodmoon
hooh,ironbundle,ironhands,lunala,regieleki,ursaluna,farigiraf,ironhands,miraidon,necrozmadawnwings,ogerponcornerstone,ursaluna,ironbundle,lunala,ironhands,necrozmadawnwings
hooh,ironbundle,ironhands,lunala,regieleki,ursaluna,farigiraf,ironhands,miraidon,necrozmadawnwings,ogerponcornerstone,ursaluna,ironbundle,lunala,farigiraf,miraidon
incineroar,ironvaliant,kyuremwhite,miraidon,ninetalesalola,okidogi,amoonguss,dialgaorigin,hitmontop,lunala,ragingbolt,tyranitar,incineroar,okidogi,amoonguss,ragingbolt
incineroar,ironvaliant,kyuremwhite,miraidon,ninetalesalola,okidogi,amoonguss,dialgaorigin,hitmontop,lunala,ragingbolt,tyranitar,incineroar,okidogi,hitmontop,lunala
araquanid,chienpao,landorus,terapagos,urshifurapidstrike,zaciancrowned,calyrexshadow,indeedee,mausholdfour,ogerponwellspring,terapagos,tinkaton,urshifurapidstrike,zaciancrowned,mausholdfour,terapagos
araquanid,chienpao,landorus,terapagos,urshifurapidstrike,zaciancrowned,calyrexshadow,indeedee,mausholdfour,ogerponwellspring,terapagos,tinkaton,chienpao,terapagos,calyrexshadow,indeedee
chienpao,eternatus,ogerponcornerstone,ragingbolt,tornadus,zaciancrowned,calyrexshadow,indeedee,mausholdfour,ogerponwellspring,terapagos,tinkaton,ragingbolt,tornadus,calyrexshadow,indeedee
chienpao,eternatus,ogerponcornerstone,ragingbolt,tornadus,zaciancrowned,calyrexshadow,indeedee,mausholdfour,ogerponwellspring,terapagos,tinkaton,tornadus,zacian,calyrexshadow,mausholdfour
chienpao,eternatus,ogerponcornerstone,ragingbolt,tornadus,zaciancrowned,calyrexshadow,indeedee,mausholdfour,ogerponwellspring,terapagos,tinkaton,chienpao,tornadus,calyrexshadow,indeedee
amoonguss,farigiraf,incineroar,primarina,registeel,roaringmoon,fluttermane,gallade,moltresgalar,ogerponhearthflame,torkoal,walkingwake,farigiraf,registeel,fluttermane,gallade
amoonguss,farigiraf,incineroar,primarina,registeel,roaringmoon,fluttermane,gallade,moltresgalar,ogerponhearthflame,torkoal,walkingwake,farigiraf,registeel,fluttermane,walkingwake
fluttermane,gallade,moltresgalar,ogerponhearthflame,torkoal,walkingwake,amoonguss,farigiraf,incineroar,primarina,registeel,roaringmoon,fluttermane,walkingwake,amoonguss,roaringmoon
calyrexshadow,clefairy,incineroar,ragingbolt,rillaboom,zamazentacrowned,calyrexice,farigiraf,incineroar,landorus,miraidon,urshifurapidstrike,calyrexshadow,rillaboom,miraidon,urshifurapidstrike
farigiraf,grimmsnarl,hooh,ironhands,landorus,miraidon,calyrexice,chienpao,farigiraf,kyuremwhite,ninetalesalola,sableye,grimmsnarl,miraidon,calyrexice,sableye
calyrexshadow,dragonite,electivire,scizor,tinglu,zamazentacrowned,gastrodon,hooh,incineroar,ironleaves,miraidon,tsareena,calyrexshadow,electivire,incineroar,miraidon
calyrexshadow,dragonite,electivire,scizor,tinglu,zamazentacrowned,gastrodon,hooh,incineroar,ironleaves,miraidon,tsareena,calyrexshadow,electivire,incineroar,miraidon
chiyu,fluttermane,ironhands,koraidon,miraidon,whimsicott,incineroar,lunala,ragingbolt,rillaboom,terapagos,volcarona,chiyu,whimsicott,lunala,volcarona
calyrexshadow,farigiraf,ironhands,miraidon,sneasler,whimsicott,chiyu,fluttermane,ironhands,koraidon,miraidon,whimsicott,sneasler,whimsicott,koraidon,whimsicott
calyrexice,clawitzer,grimmsnarl,incineroar,ironhands,miraidon,calyrexice,indeedeef,kyogre,landorus,tornadus,urshifurapidstrike,calyrexice,incineroar,tornadus,urshifurapidstrike
calyrexice,clawitzer,grimmsnarl,incineroar,ironhands,miraidon,calyrexice,indeedeef,kyogre,landorus,tornadus,urshifurapidstrike,grimmsnarl,miraidon,tornadus,urshifurapidstrike
calyrexice,clawitzer,grimmsnarl,incineroar,ironhands,miraidon,calyrexice,indeedeef,kyogre,landorus,tornadus,urshifurapidstrike,calyrexice,ironhands,tornadus,urshifurapidstrike
calyrexshadow,incineroar,indeedeef,koraidon,lilliganthisui,walkingwake,amoonguss,araquanid,empoleon,oranguru,sinistcha,ursaluna,koraidon,lilliganthisui,empoleon,oranguru
calyrexice,clawitzer,grimmsnarl,incineroar,ironhands,miraidon,brutebonnet,fluttermane,ironhands,ironjugulis,koraidon,miraidon,grimmsnarl,miraidon,brutebonnet,ironhands
calyrexshadow,incineroar,indeedeef,koraidon,lilliganthisui,walkingwake,amoonguss,araquanid,empoleon,oranguru,sinistcha,ursaluna,calyrexshadow,indeedeef,empoleon,oranguru
calyrexice,clawitzer,grimmsnarl,incineroar,ironhands,miraidon,brutebonnet,fluttermane,ironhands,ironjugulis,koraidon,miraidon,calyrexice,ironhands,fluttermane,ironjugulis
incineroar,landorus,miraidon,overqwil,tornadus,zamazentacrowned,incineroar,lunala,miraidon,ninetalesalola,ogerponwellspring,ragingbolt,incineroar,tornadus,lunala,miraidon
calyrexice,gallade,indeedee,kyogre,sneasler,ursaluna,altaria,lilligant,mimikyu,palkia,toxtricity,zoroark,calyrexice,ursaluna,mimikyu,palkia
calyrexice,gallade,indeedee,kyogre,sneasler,ursaluna,altaria,lilligant,mimikyu,palkia,toxtricity,zoroark,calyrexice,ursaluna,altaria,toxtricity
eternatus,grimmsnarl,hooh,ogerponwellspring,rillaboom,ursalunabloodmoon,ditto,indeedeef,ironcrown,koraidon,walkingwake,zamazentacrowned,eternatus,grimmsnarl,indeedeef,koraidon
eternatus,grimmsnarl,hooh,ogerponwellspring,rillaboom,ursalunabloodmoon,ditto,indeedeef,ironcrown,koraidon,walkingwake,zamazentacrowned,eternatus,grimmsnarl,koraidon,walkingwake
fluttermane,glimmora,groudon,ogerponhearthflame,solgaleo,tinglu,calyrexshadow,chiyu,gothitelle,ogerponhearthflame,rayquaza,screamtail,solgaleo,tinglu,calyrexshadow,screamtail
fluttermane,glimmora,groudon,ogerponhearthflame,solgaleo,tinglu,calyrexshadow,chiyu,gothitelle,ogerponhearthflame,rayquaza,screamtail,fluttermane,solgaleo,calyrexshadow,rayquaza
fluttermane,glimmora,groudon,ogerponhearthflame,solgaleo,tinglu,calyrexshadow,chiyu,gothitelle,ogerponhearthflame,rayquaza,screamtail,fluttermane,glimmora,calyrexshadow,rayquaza
farigiraf,incineroar,miraidon,ursaluna,whimsicott,zaciancrowned,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,farigiraf,miraidon,incineroar,lunala
calyrexshadow,ditto,dondozo,tatsugiri,whimsicott,zamazentacrowned,brutebonnet,fluttermane,incineroar,koraidon,lunala,ursaluna,calyrexshadow,whimsicott,incineroar,koraidon
calyrexice,fluttermane,incineroar,indeedeef,ursalunabloodmoon,zamazentacrowned,amoonguss,incineroar,kyogre,tornadus,urshifurapidstrike,zaciancrowned,calyrexice,indeedeef,amoonguss,zaciancrowned
calyrexice,fluttermane,incineroar,indeedeef,ursalunabloodmoon,zamazentacrowned,amoonguss,incineroar,kyogre,tornadus,urshifurapidstrike,zaciancrowned,indeedeef,zamazentacrowned,kyogre,tornadus
brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,brutebonnet,calyrexshadow,incineroar,koraidon,ragingbolt,weezinggalar,brutebonnet,landorus,brutebonnet,calyrexshadow
brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,brutebonnet,calyrexshadow,incineroar,koraidon,ragingbolt,weezinggalar,brutebonnet,landorus,brutebonnet,calyrexshadow
calyrexshadow,incineroar,ironhands,miraidon,ursaluna,urshifurapidstrike,brutebonnet,calyrexshadow,incineroar,koraidon,ragingbolt,weezinggalar,calyrexshadow,miraidon,calyrexshadow,incineroar
brutebonnet,calyrexshadow,incineroar,koraidon,ragingbolt,weezinggalar,calyrexice,indeedeef,ironhands,miraidon,smeargle,torkoal,calyrexshadow,weezinggalar,calyrexice,indeedeef
calyrexshadow,grimmsnarl,incineroar,landorus,ogerponwellspring,terapagos,brutebonnet,calyrexshadow,incineroar,koraidon,ragingbolt,weezinggalar,incineroar,landorus,brutebonnet,calyrexshadow
calyrexshadow,incineroar,ironhands,miraidon,ursaluna,urshifurapidstrike,amoonguss,calyrexshadow,clefairy,incineroar,tornadus,zamazentacrowned,calyrexshadow,ironhands,calyrexshadow,incineroar
araquanid,chienpao,landorus,terapagos,urshifurapidstrike,zaciancrowned,basculegion,entei,miraidon,necrozmadawnwings,smeargle,ursaluna,terapagos,zaciancrowned,miraidon,smeargle
araquanid,chienpao,landorus,terapagos,urshifurapidstrike,zaciancrowned,basculegion,entei,miraidon,necrozmadawnwings,smeargle,ursaluna,landorus,urshifurapidstrike,entei,miraidon
klefki,lunala,miraidon,moltresgalar,ursaluna,urshifurapidstrike,calyrexice,incineroar,irontreads,miraidon,ogerponwellspring,smeargle,klefki,miraidon,irontreads,miraidon
annihilape,calyrexshadow,farigiraf,koraidon,rillaboom,whimsicott,calyrexshadow,clefairy,incineroar,miraidon,sneasler,whimsicott,annihilape,whimsicott,miraidon,sneasler
calyrexice,incineroar,irontreads,miraidon,ogerponwellspring,smeargle,chienpao,fluttermane,ironhands,miraidon,ogerponhearthflame,terapagos,calyrexice,incineroar,miraidon,terapagos
meowscarada,primarina,scyther,snorlax,sylveon,taurospaldeablaze,calyrexshadow,clefairy,incineroar,miraidon,sneasler,whimsicott,meowscarada,sylveon,incineroar,miraidon
chienpao,fluttermane,ironhands,miraidon,ogerponhearthflame,terapagos,calyrexshadow,gothitelle,incineroar,primarina,rhydon,zamazentacrowned,ogerponhearthflame,terapagos,primarina,zamazentacrowned
calyrexice,grimmsnarl,incineroar,landorus,miraidon,urshifurapidstrike,azumarill,calyrexice,koraidon,mimikyu,ursalunabloodmoon,venusaur,calyrexice,miraidon,mimikyu,venusaur
granbull,koraidon,mewtwo,probopass,sandyshocks,skiploom,chienpao,ditto,rayquaza,zaciancrowned,zapdosgalar,zoroark,mewtwo,probopass,rayquaza,zapdosgalar
granbull,koraidon,mewtwo,probopass,sandyshocks,skiploom,chienpao,ditto,rayquaza,zaciancrowned,zapdosgalar,zoroark,granbull,probopass,chienpao,ditto
calyrexice,groudon,ironvaliant,scovillain,sinistcha,urshifurapidstrike,dialgaorigin,hitmontop,ironbundle,lilliganthisui,lunala,torkoal,calyrexice,ironvaliant,lilliganthisui,torkoal
calyrexice,groudon,ironvaliant,scovillain,sinistcha,urshifurapidstrike,dialgaorigin,hitmontop,ironbundle,lilliganthisui,lunala,torkoal,calyrexice,scovillain,dialgaorigin,hitmontop
ditto,indeedeef,ironcrown,koraidon,torkoal,zamazentacrowned,amoonguss,calyrexice,dondozo,tatsugiri,ursalunabloodmoon,urshifurapidstrike,ironcrown,koraidon,ursalunabloodmoon,urshifu
ditto,indeedeef,ironcrown,koraidon,torkoal,zamazentacrowned,amoonguss,calyrexice,dondozo,tatsugiri,ursalunabloodmoon,urshifurapidstrike,indeedeef,ironcrown,calyrexice,urshifu
chiyu,fluttermane,koraidon,miraidon,ogerponcornerstone,ragingbolt,amoonguss,calyrexshadow,incineroar,rillaboom,terapagos,urshifurapidstrike,fluttermane,koraidon,incineroar,terapagos
chiyu,fluttermane,koraidon,miraidon,ogerponcornerstone,ragingbolt,amoonguss,calyrexshadow,incineroar,rillaboom,terapagos,urshifurapidstrike,chiyu,miraidon,terapagos,urshifurapidstrike
amoonguss,basculegion,calyrexice,fluttermane,grimmsnarl,kyogre,farigiraf,grimmsnarl,hooh,ironhands,miraidon,ursaluna,amoonguss,calyrexice,farigiraf,ursaluna
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexshadow,incineroar,ragingbolt,rillaboom,smeargle,zamazentacrowned,urshifurapidstrike,whimsicott,calyrexshadow,incineroar
hydrapple,ironhands,lunala,luxray,ursalunabloodmoon,zaciancrowned,archaludon,armarouge,clawitzer,hatterene,indeedeef,kyogre,lunala,luxray,archaludon,kyogre
hydrapple,ironhands,lunala,luxray,ursalunabloodmoon,zaciancrowned,archaludon,armarouge,clawitzer,hatterene,indeedeef,kyogre,lunala,luxray,indeedeef,kyogre
hydrapple,ironhands,lunala,luxray,ursalunabloodmoon,zaciancrowned,archaludon,armarouge,clawitzer,hatterene,indeedeef,kyogre,lunala,luxray,indeedeef,kyogre
calyrexshadow,ditto,incineroar,miraidon,raichualola,urshifurapidstrike,calyrexshadow,incineroar,koraidon,regieleki,rillaboom,volcarona,incineroar,raichualola,calyrexshadow,regieleki
calyrexshadow,ditto,incineroar,miraidon,raichualola,urshifurapidstrike,calyrexshadow,incineroar,koraidon,regieleki,rillaboom,volcarona,incineroar,raichualola,calyrexshadow,regieleki
archaludon,basculegion,hatterene,indeedeef,kyogre,screamtail,hooh,miraidon,ninetalesalola,sneasler,ursaluna,urshifurapidstrike,hatterene,indeedeef,hooh,ursaluna
archaludon,basculegion,hatterene,indeedeef,kyogre,screamtail,hooh,miraidon,ninetalesalola,sneasler,ursaluna,urshifurapidstrike,basculegion,screamtail,miraidon,ursaluna
archaludon,basculegion,hatterene,indeedeef,kyogre,screamtail,hooh,miraidon,ninetalesalola,sneasler,ursaluna,urshifurapidstrike,hatterene,indeedeef,sneasler,urshifu
dondozo,eternatus,grimmsnarl,ogerponwellspring,rillaboom,tatsugiri,annihilape,basculegionf,enamorustherian,kyogre,whimsicott,zamazentacrowned,eternatus,rillaboom,basculegionf,whimsicott
dondozo,eternatus,grimmsnarl,ogerponwellspring,rillaboom,tatsugiri,annihilape,basculegionf,enamorustherian,kyogre,whimsicott,zamazentacrowned,eternatus,grimmsnarl,annihilape,whimsicott
calyrexice,dewpider,farigiraf,gallade,kyogre,rillaboom,farigiraf,groudon,ironhands,miraidon,ogerponhearthflame,whimsicott,dewpider,rillaboom,farigiraf,miraidon
fluttermane,groudon,rillaboom,sableye,solgaleo,tinglu,entei,grimmsnarl,incineroar,miraidon,necrozmadawnwings,okidogi,fluttermane,groudon,entei,grimmsnarl
fluttermane,groudon,rillaboom,sableye,solgaleo,tinglu,entei,grimmsnarl,incineroar,miraidon,necrozmadawnwings,okidogi,groudon,tinglu,entei,incineroar
fluttermane,groudon,rillaboom,sableye,solgaleo,tinglu,entei,grimmsnarl,incineroar,miraidon,necrozmadawnwings,okidogi,solgaleo,tinglu,entei,incineroar
donphan,electabuzz,goodra,hitmontop,sceptile,zoroarkhisui,archaludon,clefable,gliscor,gothorita,politoed,toxicroak,donphan,sceptile,gliscor,toxicroak
donphan,electabuzz,goodra,hitmontop,sceptile,zoroarkhisui,archaludon,clefable,gliscor,gothorita,politoed,toxicroak,electabuzz,sceptile,archaludon,politoed
amoonguss,incineroar,rayquaza,rillaboom,solgaleo,whimsicott,farigiraf,ironhands,miraidon,necrozmadawnwings,ogerponhearthflame,urshifurapidstrike,amoonguss,rayquaza,ironhands,miraidon
amoonguss,incineroar,rayquaza,rillaboom,solgaleo,whimsicott,farigiraf,ironhands,miraidon,necrozmadawnwings,ogerponhearthflame,urshifurapidstrike,rayquaza,solgaleo,farigiraf,urshifurapidstrike
amoonguss,incineroar,rayquaza,rillaboom,solgaleo,whimsicott,farigiraf,ironhands,miraidon,necrozmadawnwings,ogerponhearthflame,urshifurapidstrike,rayquaza,whimsicott,miraidon,ogerponhearthflame
azelf,calyrexshadow,dragonite,ironhands,snorlax,weavile,garchomp,greninja,latios,lucario,meowscarada,tornadus,calyrexshadow,snorlax,latios,tornadus
chiyu,hitmontop,regidrago,scizor,tsareena,whimsicott,annihilape,farigiraf,gholdengo,ironbundle,ogerponcornerstone,rillaboom,regidrago,whimsicott,gholdengo,rillaboom
